connection_id,github_id,repo_id,number,state,title,body,priority,type,author_id,author_name,assignee_id,assignee_name,milestone_id,lead_time_minutes,url,closed_at,github_created_at,github_updated_at,severity,component,_raw_data_params,_raw_data_table,_raw_data_id,_raw_data_remark
1,402513849,134018330,24,closed, chinese ,"""`Pool.Submit` chinese `PoolWithFunc.Server` chinese ， chinese worker， chinese 。 chinese ， chinese 。""",,,5044825,tenfyzhong,0,,7856149,300032,https://github.com/panjf2000/ants/issues/24,2019-08-20T10:56:30.000+00:00,2019-01-24T02:24:13.000+00:00,2019-08-20T10:56:30.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,30,
1,405951301,134018330,25,closed,use example errors,"""./antstest.go:37:14: cannot use syncCalculateSum (type func()) as type ants.f in argument to ants.Submit\n./antstest.go:45:35: cannot use func literal (type func(interface {})) as type ants.pf in argument to ants.NewPoolWithFunc\n""",,,5244267,jiashiwen,0,,7856149,3088,https://github.com/panjf2000/ants/issues/25,2019-02-04T09:11:52.000+00:00,2019-02-02T05:43:38.000+00:00,2019-02-04T09:11:52.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,31,
1,413968505,134018330,26,closed,running chinese cap chinese ,"""running chinese cap chinese incRuning chinese ,  chinese running chinese cap chinese ?\n`func (p *Pool) retrieveWorker() *Worker {\n\tvar w *Worker\n\n\tp.lock.Lock()\n\tidleWorkers := p.workers\n\tn := len(idleWorkers) - 1\n\tif n >= 0 {\n\t\tw = idleWorkers[n]\n\t\tidleWorkers[n] = nil\n\t\tp.workers = idleWorkers[:n]\n\t\tp.lock.Unlock()\n\t} else if p.Running() < p.Cap() {\n\t\tp.lock.Unlock()\n\t\tif cacheWorker := p.workerCache.Get(); cacheWorker != nil {\n\t\t\tw = cacheWorker.(*Worker)\n\t\t} else {\n\t\t\tw = &Worker{\n\t\t\t\tpool: p,\n\t\t\t\ttask: make(chan func(), workerChanCap),\n\t\t\t}\n\t\t}\n\t\tw.run()`""",,,10361713,Ainiroad,0,,7856149,21872,https://github.com/panjf2000/ants/issues/26,2019-03-12T12:01:57.000+00:00,2019-02-25T07:29:33.000+00:00,2019-03-12T12:01:57.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,32,
1,419183961,134018330,27,closed, chinese goroutine chinese ， chinese ,""" chinese goroutine chinese ， chinese \n chinese ？\n\r\nwebsocket server\r\nhttps://github.com/im-ai/pushm/blob/master/learn/goroutine/goroutinepoolwebsocket.go\n\r\nwebsocket cient\r\nhttps://github.com/im-ai/pushm/blob/master/learn/goroutine/goroutinepoolwebsocketclient.go\n""",,,38367404,liliang8858,0,,7856149,37496,https://github.com/panjf2000/ants/issues/27,2019-04-05T14:05:20.000+00:00,2019-03-10T13:08:52.000+00:00,2019-04-05T14:05:20.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,33,
1,419268851,134018330,28,closed,cap  chinese  running  chinese ,""" chinese  Playground  chinese  https://play.golang.org/p/D94YUU3FnX6\r\natomic  chinese ， chinese ， chinese   chinese ， chinese   chinese ， chinese   chinese ， chinese \n chinese  #26  chinese """,,,29243953,naiba,0,,7856149,237002,https://github.com/panjf2000/ants/issues/28,2019-08-22T16:27:37.000+00:00,2019-03-11T02:24:41.000+00:00,2019-08-22T16:27:37.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,34,
1,424634533,134018330,29,closed, chinese ,""" chinese ， chinese 👍\n\r\nhttps://github.com/panjf2000/ants/blob/master/pool.go#L124  chinese ,  chinese ?\n""",,,8509898,prprprus,0,,7856149,999,https://github.com/panjf2000/ants/issues/29,2019-03-25T09:32:11.000+00:00,2019-03-24T16:52:21.000+00:00,2019-03-25T09:45:05.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,35,
1,429972115,134018330,31,closed,Add go.mod,"""""",,,48135919,tsatke,0,,7856149,3474,https://github.com/panjf2000/ants/issues/31,2019-04-08T09:45:31.000+00:00,2019-04-05T23:50:36.000+00:00,2019-10-17T03:12:19.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,37,
1,433564955,134018330,32,closed, chinese ， chinese (0.0.x) chinese ？,""" chinese ， chinese 。\n\n chinese \n\n chinese ， chinese 。""",,,7931755,zplzpl,0,,7856149,7440,https://github.com/panjf2000/ants/issues/32,2019-04-21T07:16:26.000+00:00,2019-04-16T03:16:02.000+00:00,2019-04-21T07:16:26.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,38,
1,434069015,134018330,33,closed,support semantic versioning.,""" chinese tag chinese semantic versioning，vX.Y.Z。go modules chinese 。\r\nhttps://semver.org/\r\nhttps://research.swtch.com/vgo-import""",,,1284892,jjeffcaii,0,,7856149,6090,https://github.com/panjf2000/ants/issues/33,2019-04-21T08:25:20.000+00:00,2019-04-17T02:55:11.000+00:00,2019-04-21T08:25:20.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,39,
1,435486645,134018330,34,closed,Important announcement about <ants> from author !!!,"""**Dear users of `ants`:**\r\nI am apologetically telling you that I have to dump all tags which already presents in `ants` repository.\n\r\nThe reason why I'm doing so is to standardize the version management with `Semantic Versioning`, which will make a formal and clear dependency management in go, for go modules, godep, or glide, etc. So I decide to start over the tag sequence, you could find more details in [Semantic Versioning](https://semver.org/) and [Semantic Import Versioning](https://research.swtch.com/vgo-import), related issue: #32, #33 (very thankful to @jjeffcaii and @zplzpl who provided the suggestions about it).\n\r\nI ought to apologize for the bothers brought by this change, the arch-criminal who leads to this issue would be my lack of concept about `Semantic Versioning`, I will spend more times learning the knowledge afterwards. \n\r\nOnce again, sorry for your costs in this change and thanks for your support to `ants`! \n\n*Have fun!*\n\n**Best regards,\r\nAndy Pan**\n""",,,7496278,panjf2000,0,,7856149,23484,https://github.com/panjf2000/ants/issues/34,2019-05-07T15:35:08.000+00:00,2019-04-21T08:10:28.000+00:00,2019-05-07T15:35:08.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,40,
1,461280653,134018330,35,closed,worker exit on panic,""" chinese PanicHandler chinese 。\r\n1. chinese PanicHandler chinese ， chinese panic, chinese 。\r\n2. chinese PanicHandler， chinese worker chinese ， chinese pool chinese 。""",,,38849208,king526,0,,7856149,74481,https://github.com/panjf2000/ants/issues/35,2019-08-17T20:33:10.000+00:00,2019-06-27T03:11:49.000+00:00,2019-08-17T20:33:10.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,41,
1,462631417,134018330,37,closed, chinese 。。。,""" chinese  3.9.9， chinese ， chinese ， chinese  1.0.0。 chinese 。 chinese """,,,8923413,choleraehyq,0,,7856149,140,https://github.com/panjf2000/ants/issues/37,2019-07-01T12:37:55.000+00:00,2019-07-01T10:17:15.000+00:00,2019-07-02T10:17:31.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,43,
1,472125082,134018330,38,closed,retrieveWorker chinese revertWorker chinese ,"""func (p *Pool) retrieveWorker() *Worker {\n\tvar w *Worker\n\n\t**p.lock.Lock()**\n\tidleWorkers := p.workers\n\tn := len(idleWorkers) - 1\n\tif n >= 0 {\n\t\tw = idleWorkers[n]\n\t\tidleWorkers[n] = nil\n\t\tp.workers = idleWorkers[:n]\n\t\tp.lock.Unlock()\n\t} else if p.Running() < p.Cap() {\n\t\tp.lock.Unlock()\n\t\tif cacheWorker := p.workerCache.Get(); cacheWorker != nil {\n\t\t\tw = cacheWorker.(*Worker)\n\t\t} else {\n\t\t\tw = &Worker{\n\t\t\t\tpool: p,\n\t\t\t\ttask: make(chan func(), workerChanCap),\n\t\t\t}\n\t\t}\n\t\tw.run()\n\t} else {\n\t\tfor {\n\t\t\t**p.cond.Wait()** \n\t\t\tl := len(p.workers) - 1\n\t\t\tif l < 0 {\n\t\t\t\tcontinue\n\t\t\t}\n\t\t\tw = p.workers[l]\n\t\t\tp.workers[l] = nil\n\t\t\tp.workers = p.workers[:l]\n\t\t\tbreak\n\t\t}\n\t\t**p.lock.Unlock()**\n\t}\n\treturn w\n}\n\n// revertWorker puts a worker back into free pool, recycling the goroutines.\r\nfunc (p *Pool) revertWorker(worker *Worker) bool {\n\tif CLOSED == atomic.LoadInt32(&p.release) {\n\t\treturn false\n\t}\n\tworker.recycleTime = time.Now()\n\t**p.lock.Lock()** //  chinese \n\tp.workers = append(p.workers, worker)\n\t// Notify the invoker stuck in 'retrieveWorker()' of there is an available worker in the worker queue.\n\tp.cond.Signal()\n\t**p.lock.Unlock()**\n\treturn true\n}\n""",,,1290360,wwjiang,0,,7856149,67,https://github.com/panjf2000/ants/issues/38,2019-07-24T08:40:01.000+00:00,2019-07-24T07:32:58.000+00:00,2019-07-24T08:40:01.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,44,
1,483164833,134018330,42,closed, chinese ， chinese  functional options  chinese ,""" chinese \n chinese  functional options， chinese \n```\r\nants.NewPool(10)\n```\n chinese ， chinese  option， chinese ， chinese  options  chinese 。 chinese  option， chinese \n```\r\nants.NewPool(10, ants.WithNonblocking(true))\n```\n chinese 。\n\n chinese  Option  chinese ， chinese ， chinese 。\n chinese  functional options  chinese  rob pike  chinese  https://commandcenter.blogspot.com/2014/01/self-referential-functions-and-design.html""",,,8923413,choleraehyq,0,,7856149,732,https://github.com/panjf2000/ants/issues/42,2019-08-21T14:32:51.000+00:00,2019-08-21T02:20:08.000+00:00,2019-08-21T14:32:51.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,48,
1,483736247,134018330,43,closed,1.3.0  chinese ,"""Pool  chinese （PanicHandler  chinese ） chinese ， chinese ， chinese 。""",,,8923413,choleraehyq,0,,7856149,652,https://github.com/panjf2000/ants/issues/43,2019-08-22T13:22:10.000+00:00,2019-08-22T02:29:34.000+00:00,2019-08-22T13:22:10.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,49,
1,484311063,134018330,44,closed,1.1.1 -> 1.2.0  chinese ,"""Pool.Release  chinese """,,,8923413,choleraehyq,0,,7856149,3068,https://github.com/panjf2000/ants/issues/44,2019-08-25T06:36:14.000+00:00,2019-08-23T03:27:38.000+00:00,2019-08-25T06:36:14.000+00:00,,,"{""ConnectionId"":1,""Name"":""panjf2000/ants""}",_raw_github_api_issues,50,
